Text,Label
ನೀವೇ ಹೇಳಿರುವುದು100 ಪರ್ಸೆಂಟ್ ನಿಜ ಆದರೆ ಅಸಭ್ಯವಾಗಿ ಹೇಳದೆ  ಸಭ್ಯವಾಗಿ ಹೇಳಬಹುದಿತ್ತು,Non-depressive
ಟಿಕ್ ಟಾಕ್ ಮಾಡ್ತಾ idri ಅನ್ಸುತ್ತೆn.,Non-depressive
Bindu lowda hidko ba nan lowda,Non-depressive
Super agi baidry Anna good talking,Non-depressive
Bevarsigalige artha aagirbeku bro chenag ugdhideera,Non-depressive
Brother u r awesome,Non-depressive
ಜೈ ಕನ್ನ ಡಗ,Non-depressive
ಸೂಪರ್ ಗುರು ಉಗಿರಿ ಟಿಕ್ ಟ್ಯಾಕ್ ಗೆ,Non-depressive
ಹೌದು ಸ್ವಾಮಿ ಇಂತ ನನ್ ಮಕ್ಕಳಿಗೆ ಎಷ್ಟು ಉಗಿದರೂ ಬುದ್ಧಿ ಬರಲ್ಲ ನಮ್ಮಲ್ಲೇ ಹೌರೆ ಶತ್ರುಗಳು ಐ ಡೋಂಟ್ ಲೈಕ್ ಚೈನಾ,Non-depressive
ಮಿಂಡ್ರಿ ಮಕ್ಳಿಗೆ ಸರಿಯಾಗೆ ಉಗ್ದಿದ್ದೀಯ ಗುರು,Non-depressive
Modalella yellogidde ninu,Non-depressive
ಅಣ್ತಮ್ಮ ಸೂಪರ್ ಆಗಿ ಉಗ್ಧಿದಿಯ. ಬೋಲೋ ಮಕ್ಳಿಗೆ. ಬಾರ್ಡರ್ ನಲ್ಲಿ ಅವ್ರ ಅಪ್ಪ ನೋ ಅಣ್ಣ ತಮ್ಮ ಯಾರಾದ್ರೂ ಇದ್ದಿದ್ರೆ ಇತರ matadtirlilla bolimaklu,Non-depressive
Love u boss,Non-depressive
Supperb Anna masth agi vedio madidhira,Non-depressive
Tik tok mad suli makkalige chppali ach hodri sulimakkaliga and ladies fast chuthu sulimakkalu,Non-depressive
Bro ha dacchu su..... Maga you are super no 1 roaster,Non-depressive
Yen huru helidiri super,Non-depressive
ಇವರ್ನ ಚೀನಾ ಬೋರ್ಡರ್ಗೆ ಕಳಸಬೇಕು ಗೊತ್ತ ಆಗುತ್ತೆ,Non-depressive
Last  ತನಕ ನಕ್ಕಿ ನಕ್ಕಿ ಹೊಟ್ಟೆ ನೋವು ಬಂತು,Non-depressive
Sakkatt agine   kyakirsi  ugdidira  sir,Non-depressive
Super guru,Non-depressive
Super video bro,Non-depressive
Super bro e nayiigulu erodrindane nam desha uddar agilla once again super bro,Non-depressive
Anna sakath agi mathadiddira,Non-depressive
Tick tock Matti pub g arorna dayvittu India border of India...lAC ge kalisikodi,Non-depressive
Helide guru ninu,Non-depressive
Hundred persent true guruuu,Non-depressive
ಸ್ವಾಭಿಮಾನ ಇಲ್ಲಾದವರು,Non-depressive
Guru Chinese mobile yen madodu,Non-depressive
Super anna,Non-depressive
Mast roast madidi anna,Non-depressive
ನನ್ shata fil ಮಾಡದೆ bro,Non-depressive
Idu idu andre,Non-depressive
Super Anna enu ugiri chanagi,Non-depressive
Jai criative kannadiga supper,Non-depressive
Guruve en creative sharanu love u kannadiga,Non-depressive
Super gurunJai hind Jai Indian army,Non-depressive
niv helid nija star antha bere akotidru karma,Non-depressive
Ban tik tok,Non-depressive
Saryagi rubbidira brother,Non-depressive
Good massage broooo lv u,Non-depressive
Super Anna ede Tara video s Madi super,Non-depressive
Nija chapali odibeku evarigella,Non-depressive
Nonsense Kannada rost,Non-depressive
indian Tiktok ನಿನಾದರು ಕಂಡುಯಿಡಿ ಮಾರಯಾ ಜಾಸ್ತಿ ವದರಬೇಡ,Non-depressive
Sariyagi helidira bro,Non-depressive
totally nimmamman shaata,Non-depressive
Nkn sakkat guru....,Non-depressive
Bindhu gowda ge sariagi madidera,Non-depressive
Nee super guru......,Non-depressive
Super ri bro,Non-depressive
Super bro ur video,Non-depressive
Nkn en mathgalu guru nindhu ABBA tiktok li thirke shoki madorige Chapli thagond barsidhange super guru,Non-depressive
Anna nin padha Xerox kodanna,Non-depressive
Tik Tok Banned Jolly Jolly  Jai Hind Jai Karnataka,Non-depressive
Ah allu raghu ge forward madbeku e video bari nigradavne,Non-depressive
Supar guru chindi,Non-depressive
ಗುರು ಎಲ್ಲಿದ್ದೆ ಗುರು ಇಷ್ಟು ದಿನ🤣,Non-depressive
Bro super aagi Ode kottidiya manga nann makkalige...,Non-depressive
NKn idddu ಟ್ರೋಲ್ ಅಂದ್ರೇ...  ಬ್ರೋ ನಾನು ಟಿಕ್ ಟಾಕ್ ಗೆ ಅಡಿಕ್ಟ್ ಆಗಿದ್ದೇ... ಬಟ್ ನಮ್ ದೇಶಕ್ಕಿಂತ ದೊಡ್ದಲ್ಲ  ಈ ಟಿಕ್ ಟಾಕ್... ಅಷ್ಟೇ... ಇನ್ನೋಂದ್ ವಿಷ್ಯ ನಮ್ ದೇಶದ್ ರೊಪೊಸೋ ಡೌನ್ಲೋಡ್ ಮಾಡಿ ಓಪನ್ ಮಾಡಿ ನೊಡುದ್ರು... ಅವ್ನಮ್ಮನ್  ಆ ಕಿತ್ತೋದ್  ಮುಂಡೇ ಬಿಂದು ಗೌಡ... ಅದ್ರಲ್ಲೂ ಸಾಯ್ತಾವ್ಳೇ ಗುರು.... ಅವ್ಳ್ಳಿಗೇ ಏನಾದ್ರು ಮಾಡಿ ಫೋನ್ ಯುೂಸೇ  ಮಾಡ್ಬಾರ್ದು ಆ ತರ ಟ್ರೋಲ್ ಮಾಡಿ ಬ್ರೋ....  ಅವ್ನಮ್ಮನ್ ಹಂದಿ ತಿಕದ್ ತರ ಇರೋ ಮೂತಿನ ನೊಡಕ್ಕಾಕ್ತಿಲ್ಲ....,Non-depressive
Super guru munduvarisi,Non-depressive
Guru sakathage helde....nin superb. ...superb ashte,Non-depressive
Wow wow wow wow wow..Lovely guru,Non-depressive
Wow wow wow wow wow..Lovely guru,Non-depressive
Anna nevu super,Non-depressive
Yen sakkathagi helidri guru,Non-depressive
Super agi mathadthiya bro,Non-depressive
Matte yake hakidira,Non-depressive
Anna suprrrrrr sir,Non-depressive
ಸಕ್ಕತ್ ಹುರಿದ ಗುರು olle patta kalsidya tiktok support madidha Ch * as galige ....,Non-depressive
Lovely guru super,Non-depressive
100%  correct bro.,Non-depressive
Super agi helidi anna,Non-depressive
ಸರಿಯಾಗಿ ಹೇಳಿದಿರಿ ಬ್ರದರ್,Non-depressive
Enu baitira guruve,Non-depressive
Super anna super,Non-depressive
Ban maadirodakke tumba thanks matte ee tara aap barde irali,Non-depressive
Status nalli feelings haakondu,Non-depressive
Innu swalpa Sanskrit nalli baybeku guru,Non-depressive
Super bro... Well said....,Non-depressive
Actually point point nu bidsi supper aagi helidiya supppppppppeeeerrrrrbbb,Non-depressive
Super bro,Non-depressive
Sariya kuyde magaaa,Non-depressive
Super bro naanu Tik Tok maadtidde aadre adenu nam desha kintluu hechenalla namge nam desh beku adke yella chinaa apps na in install maadidini,Non-depressive
@bindugowda  blast full,Non-depressive
Yapaa devre spr agi rost madidira sprrr,Non-depressive
Hi super bro,Non-depressive
Gubaal. Tennis ge ball🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣,Non-depressive
Chindi chithrannaaa guru,Non-depressive
Super bro love India,Non-depressive
Why you only tik tok anno akka sumne erma ni,Non-depressive
ಬೇವರ್ಸಿ ಚೀನಾ ನನ್ನ ಮಕ್ಕಳು,Non-depressive
ಬ್ರೂ ಯೂಟ್ಯೂಬ್ ಯಾ ದೇಶಕ್ಕೆ ಸೇರಿದ್ದು ಅಂತ ಗೊತ್ತಿಲ್ಲ  ಅದರ ಬಗ್ಗೆ ಮಾಹಿತಿ ತಿಳಿಸಿಕೊಡಿ,Non-depressive
Bro super bro amazing speech,Non-depressive
Bro super bro amazing speech,Non-depressive
Supper gurru 100. Present nija guru,Non-depressive
24 ಮಿಲಿಯನ್ಸ್ ಆದ್ಮೇಲೆ ನೋಡ್ತಾ ಇರೋರು ಲೈಕ್ ಮಾಡಿ,Non-depressive
Idu charitre srustiso  avathara...,Non-depressive
Nice song galli mathina bajaru suddi saridhe sumaru charitre shrustiso avathara,Non-depressive
After 10 pm,Non-depressive
24 M view,Non-depressive
tune at 2,Non-depressive
Neevu varshkke ondu cinema madru supper 1varshkke 34cinema madobadalige intha ondu cinema saku,Non-depressive
Best song  sooper,Non-depressive
Hindi me kab ayega???,Non-depressive
SupernTelugu lo kuda,Non-depressive
Kannada ne best adrallu kannada songs adre hen andkondodira,Non-depressive
I want to see everedy I like it,Non-depressive
Super sir nim anthoru Nam Kannada industry ge beku namma Kannada industrya kirty patake ellade harabeku belibeku,Non-depressive
Super  VP sir,Non-depressive
Hi my friend,Non-depressive
Hi my friend,Non-depressive
Me bro,Non-depressive
Luv u rakshith Shetty sir,Non-depressive
Super danger #1,Non-depressive
I love you RAKSHIT...,Non-depressive
Rakshi shetty fans yar edera like made,Non-depressive
Gichha song appsji,Non-depressive
Nimm avvan tull ...kannag en tunni itkond nodi en Randi magagna,Non-depressive
@info abhi ಏನ್ ಡೈಲಾಗ್ ಪಾ,Non-depressive
Super song  kannada,Non-depressive
Supper song nanna  maga feverte song,Non-depressive
Bollywood ki aukaat is movie ke aage kuch bhi nhi h it,Non-depressive
ಇದು    ನಮ್ಮ ಕನ್ನಡ,Non-depressive
Most liked video song agutte ee Kannada Film industry li  Year,Non-depressive
KGF 2 songs bartave with bang bang BGMs.,Non-depressive
ಇದು ಚರಿತ್ರೆ ಸ್ರೃಷ್ಠಿಸೋ ಅವತಾರ🤩🤩🤩,Non-depressive
V CCC gihkhj,Non-depressive
सर आप लोगो से निवेदन है आप छत्तीसगढ़ मध्य्प्रदेश इस तरफ़ खुद की टाकीज खरीद लीजिये जिसमे सिर्फ साउथ की डब मूवी ही चलेगी आपसे रिक्वेस्ट है आप पैसा इन्वेस्ट करके दिखे छत्तीसगढ़ दुर्ग में तरुण बिग सिनेमा खाली हो रहा है आप दुर्ग में इन्वेस्ट कर सकते है nफिर क्या आप लोग धीरे धीरे पूरे हर जिलों में 1 सिनेमा घर आप अलॉट करते जाना फिर देखना आपकी हर मूवी को हम देख सकते है और अच्छा बिजनेस भी कर सकेगी,Non-depressive
@AKSHAY ANAND,Non-depressive
@AKSHAY ANAND n 1,Non-depressive
So interesting film,Non-depressive
Super vodis soing,Non-depressive
Pls ellaru nodi views jasti madi pls its a request,Non-depressive
@Sagar Super bro,Non-depressive
Hahahaha  LoL nIdiot beggar get lost.,Non-depressive
Give link to that pandi kokku song ....,Non-depressive
Kannada films next level,Non-depressive
Nanage ಅನ್ಸುತ್ತೆ ಈ ವೀಡಿಯೋ ವನ್ನು ರಶ್ಮಿಯ ಮಂದಣ್ಣ ಫ್ಯಾನ್ಸ್ deslike ಮಾಡಿರಬಹುದು,Non-depressive
Yaaru e songanna ondakkinta jaasti sala kelta edeera like maadi,Non-depressive
Super 🤟🤟🤟🤟 song,Non-depressive
STANY d Souza,Non-depressive
Rakshith fan kerala,Non-depressive
Super song,Non-depressive
Ending nalli looti heg sikthu avnge.. movie nalli thorsode illa ..,Non-depressive
Super taxi vali baby,Non-depressive
ಗುರು ಉತ್ತರ ಕರ್ನಾಟಕ ಭಾಷೆ ದಾಗ ಗುಮ್ಮಿದಿ ಬ್ರೋ ಸೂಪರ್,Non-depressive
Bro nanage tumba bejar agide namm sainikar savinind .china davargi buddi kalsek bro ..,Non-depressive
Super  maga,Non-depressive
Howdu bro app uninstall madudrea avrig amount hogodu kamiagutea plzzzzz uninstall Madi beavarce appp Adu thuuuuu,Non-depressive
ನೀನು ಸೂಪರ್ ಗುರು  ಆದರೆ ನಮ್ಮ ಈಗಿನ ಯುವ ಜನತೆ ಯಾಕೆ ಎ ತರ ಸಮಯ ಅಲ್ಮಾಡ್ತಾರೋ ಗೊತ್ತಿಲ,Non-depressive
Bro I like ur speech,Non-depressive
Bindu  lowda smartphones laptop kelvu brand chinade agidru nav use madtha erodakke already tax kattidivi en  munde kattod beda antha heltha erodu,Non-depressive
Nkn last dialogue lit,Non-depressive
Bro nivu  supara,Non-depressive
Anna en mast helde 100 plzzz innu innu publish Madi thukali tiktok ge end sigli,Non-depressive
ಉಗಿ ಕಳ್ಳ ನನ್ ಮಕ್ಲುಗೆ,Non-depressive
Super Anna ....,Non-depressive
Maga pubgi mix ಮಾಡಬೇಡ..... ಆಗೇ ಮಾಡು,Non-depressive
En helde guru,Non-depressive
ಬ್ರೋ ಟಿಕ್ ಟೊಕ್ ಬ್ಯಾನ್ ಮಾಡ್ಬೇಕು,Non-depressive
Bro Ten minutes + video madi bro niuo mado video na nodta edre nodtane erbeku anisutte,Non-depressive
Super bro.,Non-depressive
Shaata  ivrnella borderg kalsbeku gotagutte,Non-depressive
Innu aagilva tiktok ban,Non-depressive
Navu delet madi tumba dina aytu,Non-depressive
Bro neevu helodhu correct naanu kooda tik tok uninstall  maadidini.adre bad words jaasthi use maadbedi bro,Non-depressive
sule bindhu... awlge nam sainikaru kintha awllu fame beku.. thu lofer mundde hula bidhu saithya ninu,Non-depressive
Bro iverella made in china,Non-depressive
Ban tik tok,Non-depressive
Tik tok vade gala,Non-depressive
Tik Tok Ban Madrappa India Dalli,Non-depressive
Yalla sule makkalu jasti thu,Non-depressive
🤣🤣 sakath guru,Non-depressive
Fast ban madro tiktok na agtila nodake evrgal atana,Non-depressive
S bro Niv helid nija,Non-depressive
bro nim video super china da appp use madbardu annod sari k nivu e china game pubg adthiralla bro nivu next video na e pubg game enda madbedi nan nimna geli madthaedini ankobedi,Non-depressive
Jana gali modlu Mitron Indian app bandide adanna use madbeku chaina app na modlu delete  mad beku.,Non-depressive
Anna super anna  🥰🥰🥰🥰  anna mind super,Non-depressive
supper bro 100%,Non-depressive
Insta link akiddini nodi brother,Non-depressive
Modlu ee chinese apps galna india dalli ban madbeku...,Non-depressive
Super songs bro,Non-depressive
open song edde agirlli n super music  super stepn         Bharjari gidde SongnnNalle release movie All the best  God bless you nn Dhruva Sarja Abhimanigallindan  Jaiii Anjaneya,Non-depressive
Kach hogedu banda varu like madi,Non-depressive
Nam boss supero super,Non-depressive
Super song like please,Non-depressive
Sang supar Chinu love you too...uppi.,Non-depressive
Idu kannadada chitra........,Non-depressive
ಅವನೇ ಶ್ರೀಮಾನ್ ನಾರಾಯಣ .. ಕುಡುಕನ ವರ್ಷನ್..nnಹೇ.. ನಿಮ್ಮನ್ನೆಲ್ಲ ಯಾರೋ ಒಳಾಗ್ ಬಿಟ್ಟಿದ್ದೂ..nnನನ್ ಮುಖ ನೋಡಿ ಕೇಳ್ತಿದೀಯಾnnಬೋರ್ಡು ಕಾಣುಸ್ತಾ ಇಲ್ವಾ,Non-depressive
ಕನ್ನಡ is super,Non-depressive
Hen music guru,Non-depressive
avarige belesidorna thuliyodhu gottilla anda star patta bandamele friends na mariyodhu gottilla,Non-depressive
ರಾಬರ್ಟ್ ಫಸ್ಟ್ ಲುಕ್  ನೋಡಿದ್ದೀರಾ ಲೈಕ್ ಮಾಡಿ,Non-depressive
ಇದು ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸೊ ಸಿನಿಮಾn1st day 1st show  booked,Non-depressive
ಕಂಕಣ ಸೂರ್ಯ ಗ್ರಹಣದ ಸಮಯದಲ್ಲಿ ಯಾರ್ ಯಾರ್ ನೋಡ್ತಿದ್ದಿರಾ...,Non-depressive
Love rakshith shetty,Non-depressive
Super song bro.... estsari kelidaru mate kelbek ansute...,Non-depressive
ರಕ್ಷಿತ್ ಶೆಟ್ಟಿ ಸಿನಿಮಾ ಹಾಗೂ ಹಾಡು  ಒಂದೇ  ರೀತಿ ಒಮ್ಮೆ ನೋಡಿದರೆ  ಅರ್ಥ  ಆಗಲ್ಲ ಮತ್ತೊಮ್ಮೆ  ನೋಡಿದರೆ ಮಾತ್ರ ಕನೆಕ್ಟ್  ಆಗುತ್ತೆ  ಎಂದು ಮತ್ತೊಮ್ಮೆ ಕೇಳುವವರು  ಹಾಗೂ ನೋಡುವವರು  ಲೈಕ್ ಮಾಡಿ,Non-depressive
Howdu 100 percent,Non-depressive
ರಕ್ಷಿತ್  ನಿಮ್ಮ  ಕೈಯಲ್ಲಿ  ಕನ್ನಡ   nಸುರಕ್ಷಿತ,Non-depressive
sandalwood ge obba trend setter sikkidaane..n.n.n.n.n.nyaaravnu???n.n.n.n.n.n.nAvane Srimannarayana,Non-depressive
2.7k rashmika fans,Non-depressive
Super sangs super movie,Non-depressive
ಹಿತಿಹಾಸ ಬದಲಾಯಿಸಿದಿರಿ ನೀವು.,Non-depressive
Rakshith shetti luck like shankarnag,Non-depressive
ಈ ಫಿಲ್ಮ್ ಯಾವ ಲೆವೆಲ್ಲಿಗೆ Super Hit ಆಗಬೇಕು ಅಂದ್ರೆ ರಶ್ಮಿಕಾ ಮಂದಣ್ಣ ಮುಟ್ಟಿ ನೋಡಿಕೊಳ್ಳುವ ಹಾಗೆ,Non-depressive
Slow poisoning song,Non-depressive
ಸಾಹಿತ್ಯ ಬಹಳ ಸೊಗಸಗಿದೆ ಇದು ಕನ್ನಡದ ಹಾಡು,Non-depressive
Nav gottala d boss fans,Non-depressive
Super .  Siri kannada suprr song,Non-depressive
Poorthi hadanna ACCHA KANNADALLI baridavarige abinandanegalu.....,Non-depressive
ಶ್ರೀ ಮನ್ ನಾರಾಯಣ  movie ಹಾಡು  ಕೇಳಲು  ಸುಮಧುರ...... ಡ್ಯಾನ್ಸ್  ಸೂಪರ್....   ಇದೆ,Non-depressive
KANNADA KAGI  LIKE ANU VATHi      n,Non-depressive
Manu Lachchi fa)ks,Non-depressive
Avalu sule munde nam KarnatakanRakshith avarige sahaya madinPlz,Non-depressive
2019 last end -2020 this movie Rakshit settyge break kodutte annoru like madi,Non-depressive
Youtube channel nalli ASN release promos upload madi sir,Non-depressive
Youtube channel nalli ASN release promos upload madi sir,Non-depressive
Youtube channel nalli ASN release promos upload madi sir,Non-depressive
Wonderfull Song...nಎಷ್ಟು ಸಲ ಕೇಳಿದರು... nಮೋಬೈಲ್ ಬ್ಯಾಟರಿ ಕಡಿಮೆಯಾಗುತ್ತದೆ ಹೊರತು ಹಾಡು ಬೇಜಾರಾಗಲಾರದು...nಪುಣ್ಯಾತ್ಮರ ಕಾರಣವಿಲ್ಲದೆ ಡಿಸ್ಲೈಕ್ ಒತ್ತಬೇಡಿnಏನಿದೆ ಇಷ್ಟವಾಗದ್ದು ಇದರಲ್ಲಿ...nAll The Best ASN Team...,Non-depressive
song's1 idena 🤔,Non-depressive
Super song,Non-depressive
ಹೌದು ಕನ್ನಡತಿ ಭುವನ ಅವ್ರೆ.ಜೈ ಕರ್ನಾಟಕ ಮಾತೆ.ಜೈ ಭುವನೇಶ್ವರಿ ತಾಯಿ.ಜೈ ಕನ್ನಡಿಗ.ಜೈ ಕನ್ನಡತಿ ಕಣ ಕಣದಲ್ಲೂ ಕನ್ನಡ.ಕನ್ನಡವೇ ಸತ್ಯ.ಕನ್ನಡವೇ ನಿತ್ಯ. ಸಿರಿಗನ್ನಡಂ ಗೆಲ್ಗೆ. ಸಿರಿಗನ್ನಡಂ ಬಾಳ್ಗೆ.ಕನ್ನಡದ ಭಕ್ತ ಶಿವರಾಮ್ ಗೌಡ ಮಂಡ್ಯ.6363014117.8296261615.,Non-depressive
ರಕ್ಷಿತ್ ಶೆಟ್ಟಿ ಸೂಪರ್ ಆಕ್ಟಿಂಗ್ but super action in music,Non-depressive
Super rakshith shetty,Non-depressive
Rasmeka u r un like he is so cuteeeeee his simple  alte,Non-depressive
Kannada namma modala aadyathe aagirbeku,Non-depressive
@Krishna Tirividi 🤦‍🤦‍,Non-depressive
@Bhimrao Naik nIde beda anta helodu,Non-depressive
#ದಿಯಾ  ರೀ ರಿಲೀಸ್ ಮಾಡಿ,Non-depressive
Mungaru male and dia,Non-depressive
Dubai le fcbk le movie nodiedi  eyes le ner bantu nam jana ke yav cinema nodbeyaku anta gotilla kgf movie barueti odi badi hogi noderi,Non-depressive
Nanige thumba esta aytu chitrakate diya du love mocktail kinta tq keep it up,Non-depressive
Sir naanu Visakhapatnam li iradhu,Non-depressive
Pls yestto jana nodlila film ...innome reles maadi ....naan antu bigg fan of dia,Non-depressive
Promotion chennag madilla,Non-depressive
Movie sakathage edi.. nodi...,Non-depressive
Sir intha cinema madida mele dodda mattadalli prachara madbekittu. nNodi prem avru dabba film madudru hype build-up create madodralli etthida kai.,Non-depressive
suvarna chanle nemge studio elva yvdo gujari jagadali madidira ade star actors agidre hege madtidra,Non-depressive
Yelru mobile nalli nodidare theater hogi nodrapoa plz,Non-depressive
Sir madam ninmna once aldru meet mada beku,Non-depressive
Movie na theatre nalli nodokagilla anta and movie tumba dina odilla anta bejaragtide,Non-depressive
ಪ್ರತಿವೊಬ್ಬ ವ್ಯಕ್ತಿ ಜೀವನದಲ್ಲಿ ಆಗುವಂತ ಕಥೆ . ನಿಜಕು ಈ ಫಿಲಂ ಫೀಲಿಂಗ್ ನು ವ್ಯಕ್ತ ಪಡಿಸುತೆ .,Non-depressive
I like prutvi Ambar (adi) style,Non-depressive
ಕರೋನಾ ವೈರಸ್ ಹಾವಳಿ ಮುಗಿದ ನಂತರ ಮತ್ತೆ ತೆರೆಗೆ ತನ್ನಿ ದಯವಿಟ್ಟು,Non-depressive
ಇನ್ನೊಮ್ಮೆ ಬಿಡುಗಡೆ ಮಾಡಿ ಗೆಲ್ಸೋ ಜವಾಬ್ದಾರಿ ನಮ್ಮದು....#ಮತ್ತೊಮ್ಮೆ ದಿಯಾ.,Non-depressive
Yas re relis madi,Non-depressive
Prudvi supar acting sakkat suuuuuupar film,Non-depressive
ಚಿತ್ರ ಗೆದ್ದಿದೆ ಆಧರೆ nಪ್ರೇಕ್ಷಕ ಸೋತಿದ್ದಾನೆ,Non-depressive
Re relice agbeku,Non-depressive
ಡೈರೆಕ್ಟರ್ ಗೆ  ಶರಣು,Non-depressive
ಈಗಿನ ಬಿಜಿ ಕೆಲಸಗಳಲ್ಲಿ  ಸಮಯ  ದೊರೆಯದೆ ಸಿನಿಮಾ ಗಳನ್ನು ಥಿಯೇಟರ್ ಗಳಲ್ಲಿ ನೋಡಲು ಸಾಧ್ಯವಾಗಿರುವುದಿಲ್ಲ ಯಾವುದೇ ಸಿನಿಮಾ ನಾವು ಎಲ್ಲೇ ನೋಡಿದರು ಸಾಮಾನ್ಯ ಪ್ರೇಕ್ಷಕನಿಗೆ ಒಪ್ಪಿಗೆಯಾದಲ್ಲಿ ಅಯ್ಯೋ ಇಂತಹ ಒಳ್ಳೆಯ ಚಿತ್ರವನ್ನು ಚಿತ್ರಮಂದಿರದಲ್ಲಿ ಹಣವನ್ನು ಕೊಟ್ಟು ವೀಕ್ಷಿಸಲು ಸಾಧ್ಯವಾಗದಿರುವುದಕ್ಕೆ ನನ್ನ ಹಾಗೆ ಎಷ್ಟು ಜನ ಪಶ್ಚಾತಾಪ ಪಟ್ಟಿರುತ್ತಾರೆ ಇನ್ನು ಮುಂದೆ ದಯವಿಟ್ಟು ಚಿತ್ರಗಳ ನಿರ್ಮಾಪಕರ ಹಾಗೂ ನಿರ್ದೇಶಕರ ವಾಟ್ಸಪ್ ಫೇಸ್ಬುಕ್ನಲ್ಲಿ ತಮ್ಮ ಅಕೌಂಟ್ ನಂಬರನ್ನು ಅಥವಾ ಗೂಗಲ್ ಪೇ ಫೋನ್ ಪೇ ಸಂಬಂಧಪಟ್ಟ ನಂಬರ್ ಗಳನ್ನು ನಮೂದಿಸಿ ದಲ್ಲಿ ಸಿನಿಮಾ ಬಗ್ಗೆ ನಮ್ಮ ಅಭಿಪ್ರಾಯಗಳ ಸಮೇತ ತಮಗೆ ಹಣ ಸಂದಾಯ ಸಹಾಯ ರೂಪದಲ್ಲಿ ನೆರವಾಗುವ ಕಾರ್ಯಕ್ಕೆ ಕರ್ನಾಟಕ ಪ್ರೇಕ್ಷಕರಿಂದಲೇ ಚಾಲನೆ ಸಿಗಲಿnnಯಾರಿಗೊತ್ತು ಮುಂದೆ ಇದೇ ಹಣ ಸಾವಿರ ಗಳಲ್ಲಿ ಪ್ರಾರಂಭವಾಗಿ ಲಕ್ಷ ಅಥವಾ ಕೋಟಿಗಟ್ಟಲೆ ಆಗಬಹುದು ದಯವಿಟ್ಟು ನಿರ್ಮಾಪಕರು ನಿರ್ದೇಶಕರು ಅನ್ಯತಾ ತಪ್ಪು ತಿಳಿಯಬಾರದು.,Non-depressive
Sir e Corona effect mugidmele rerelease maadakaagalva,Non-depressive
Re realise maadenName change maade,Non-depressive
jana theatre ge bandilla aadrinda collection kadime aagide,Non-depressive
Nijvaaglu film na teaternalli nodade iroke sry. Innondu sari release madi,Non-depressive
ಹೌದು ಸರ್ ಫಿಲ್ಮ್ ಸೂಪರ್ ಡುಪರ್ nಜನ ಯಾಕೇ ಬರುತ್ತಿಲ್ಲ ಅಂದರೆ ನನ್ನ ಪ್ರಕಾರ ಕರೊನಾ ವೈರಸ್ ಮೂಲಾ,Non-depressive
ಮೊವಿ ಸೂಪರ್ ಇಂತ ಒಳ್ಳೆ ಡೈರೆಕ್ಟರ್,Non-depressive
One week salala .reach abeku ivag ela fast ide .nyc movie nodbeku etara agbhardu .node nodthare jana nodo tym ivag irbeku .etara agbhardu,Non-depressive
Sorry filmna  naanu theater hogi nodlilla kshamisi...super movie mobile Alli nodide ..tappige account no heli duddu haktini,Non-depressive
ಕನ್ನಡದ ಅತ್ಯುತ್ತಮ ಚಿತ್ರ ದಿಯಾ ಅಂದರೆ ತಪ್ಪಾಗಲಾರದು..ಪುನಃ ರೀ ರಿಲಿಸ್ ಮಾಡಬೇಕು....,Non-depressive
Superb movieeeeeee ....,Non-depressive
Plz send account details,Non-depressive
Nan nodidini mobile li,Non-depressive
6-5=2 film ತಂಡ ಮಾಡಿದೆ andiddake...e ಫಿಲ್ಮ್ ತುಂಬಾ ಜನ ನೋಡದೆ ಇರ್ಬೋದು...aa ಫಿಲ್ಮ್ ತುಂಬಾ ಗಿಮಿಕ್ ಇಂದ ತುಂಬಿತ್ತು...but this film..has good story base...stop promoting with 6-5=2....all the best,Non-depressive
ಇಡೀ ಸಿನಿಮಾ ಎಲ್ಲಿಯೂ ಕೂಡ ಬೇಸರ ಪಡಿಸದೆ ಉತ್ತಮವಾಗಿ‌ ಪ್ರೇಕ್ಷಕರ ಮನಸ್ಸನ್ನ  ಸೆಳೆಯುವಂತೆ ಮೂಡಿ ಬಂದಿದೆ ಗುಡ್ ಲಕ್ ಬ್ರದರ್,Non-depressive
Film super.tumba kaaduva cinema,Non-depressive
ಸ್ವಲ್ಪ ದಿನದ ಹಿಂದೆ ಈ ಮೂವಿ ನೋಡ್ದೆ ನಿಜವಾಗಲೂ ಅದ್ಬುತವಾದ ಮೂವಿ... ಥೀಯೇಟರ್ನಲ್ಲಿ  ನೋಡ್ಲಿಲ್ವಾಲ ಅಂತ ತುಂಬಾ  ಫೀಲ್ ಆಯ್ತು..,Non-depressive
Diya is super ....movie,Non-depressive
ದಿಯಾ ತುಂಬಾ ಚೆನ್ನಾಗಿ ಇದೆ ಎಲ್ಲರೂ ನೊಡಿ ಆದರೆ ಚಿತ್ರಕ್ಕೆ ಸರಿಯಾದ climax ಬೆಕಾಗಿತ್ತು,Non-depressive
Film nalli yellara kelasa chennagide.heroin super aagiddare .super aagi act maadiddarenDuddalli sothiddareno gothilla.kannadigara hrudayadalli film geddide.heroine ge dayAvittu chance kodi,Non-depressive
Sorry ..nFilm thetarally  nododakkagta ella..nEnadruu theatar open adre nan nija hogtini ..matte friendsnu karkondu hogtini .,Non-depressive
An untold feelings,Non-depressive
Movie super and climax chapper,Non-depressive
Love u team,Non-depressive
